steming_data,Score,Sentiment
bagus sayang batas muas,1,Positif
bayar kayak gratis,-1,Negatif
tampil nama ya nge save no tampil,1,Positif
bagus bangetkita tau telp kitajd orang pentingga,-1,Negatif
bantu telepon,1,Positif
bantu cari no hp kenal,-1,Negatif
bagus banget apk ya sv orang tuh nama,2,Positif
tau pasang bongkar getcontact sukses,-1,Negatif
maaf kak nomor whatsapp blokir langgar tau atur ya trma kasih kak mhon bantu,-1,Negatif
bantu terimakasih getcontact,1,Positif
bagus sih dibatasin nglihat orang pantau,1,Positif
aplikasi ya bagus waspada,1,Positif
bantu akurat,-1,Negatif
aplikasi jni bantu,-1,Negatif
aplikasi buruk jelek apaberbayar cuman lihat tanda bayar,-3,Negatif
dikit berbayarlagi butuh uang aplikasi getcontact,-3,Negatif
aplikasi bagus buru downlod,-1,Negatif
keren bantu seleksi panggil masuk,-2,Negatif
bagus bantu orang tipu nomer akun palsu,-1,Negatif
bagus banget sih aplikasi nyakelaszz,1,Positif
bantu orang temu nama simpan kontak,-1,Negatif
mudah,1,Positif
bagus sih premium mahal,2,Positif
gue daftar tele kali,1,Positif
lumayan cari nya,-1,Negatif
bagussemoga manfaat bantu guna aplikasi,1,Positif
bantu banget kontak kontak niat nipu wkwkwk,2,Positif
bagus sh pakai uninstall install butuh,-1,Negatif
barusan telpon orang kenal get contact asih info tag nomor tipu get contact,-1,Negatif
bagus bantu nali teman,-1,Negatif
nilai yaitubagus bngetnyesel download,1,Positif
asik bayar,1,Positif
sih masuk muter situ,-1,Negatif
terima kasih berkat aplikasi svhehe,1,Positif
lihat simpan kontak bisaaaaaaa,1,Positif
langgan ribu tau tau ribu ribu ya henti,-1,Negatif
bagus masuk berkalikali masuk,-2,Negatif
bagus bantu terima kasih getcontac,1,Positif
kecewa banget getcontact lihat tanda bayar premium,2,Positif
aplikasi ringan mudah,-1,Negatif
aplikasi bantu sekalitrims,-1,Negatif
bintang bukti bantu banget bagus,1,Positif
bikin defalut suka susah telfon,-1,Negatif
mentang mentang pakai jadi aplikasi bayar,-3,Negatif
apk bagus bantu persen valid,1,Positif
aplikasi keren bantu dunia tipu,-1,Negatif
sok far oke moga lancar,2,Positif
kontak sih cuman,1,Positif
aplikasi ya bagus deteksi,-1,Negatif
bantu aplikasi ya bagus,-1,Negatif
tau simpan no tag,-2,Negatif
guna no kenal thanks,2,Positif
aplikasi paksa mengupdate getcontact,-2,Negatif
bayar lihat tag,1,Positif
aplikaaiy bantu info no tipu,-1,Negatif
jelek banget vt wa ribet hapus apk ya ngentod,-1,Negatif
namanama kontak merekapokoknya serusuka,-1,Negatif
tambah kuota lihat nomor kenal banyak,1,Positif
kembali uang aplikasi uang sedot saldo dana sedot aplikasi inj,1,Positif
kode muncul muncul,-1,Negatif
aplikasi jelek guna bohong aplikasi bagus banget,-2,Negatif
banget ya emak ku tau orang jual sepeda listrik tipu,2,Positif
dftr smstelfon masuk,-1,Negatif
terima get contak cek panggil tau informasi get contak,-2,Negatif
apk keren bantu,1,Positif
code ferifikasi nomor telepon limit ferifikasi bikin ferifikasi,-1,Negatif
good bantu ber transaksi,2,Positif
membantuuuuuuuu sukses selaluuu,1,Positif
an premium kagakk,1,Positif
bantu nama simpan nama,-1,Negatif
berkalikali verifikasi sukses kesel,-1,Negatif
premium,1,Positif
fungsi bagus,-1,Negatif
mudah periksa,-1,Negatif
rekomen banget tau hubung nomor kenal,-1,Negatif
bantu hubung pakai nomor kenal,1,Positif
daftar cranya admin hormat,1,Positif
bagus cuman jn kasih iya,-1,Negatif
lihat tagar,-1,Negatif
terimakasih bantu no hape niat jahat,-1,Negatif
pakai sih bagus min,-1,Negatif
bagus sih,-1,Negatif
tipu notif getcontact tipu angkat,1,Positif
mantap aplikasi deteksi tipu nomor pribadi,1,Positif
pas pasuk no hp ya ter verifikasi,2,Positif
tau kwalitas akun inimasih coba,-1,Negatif
aplikasi maksa orang banget langgan premiummaksa,1,Positif
bagus sih batas pencarin,-1,Negatif
bintang limit view tag limit,-1,Negatif
lumayan bagus aplikasi bantu,-1,Negatif
bagus premium hapus,1,Positif
memvertivikasi nomor telepon,1,Positif
detect nomor telepon hp otomatis,1,Positif
panggil masuk identifikasi telepon,-2,Negatif
salamualaikum mbak knapa ya kadang nomer tlusuri ahk sru ah,2,Positif
turun rating ya lihat tag orang premium,3,Positif
tau tawar disave nomor dah nipu,-3,Negatif
tanda kontak terbatasnyesel batas,-2,Negatif
aplikasi ya bagus,-1,Negatif
ya bagus sngat bantu tahu tipu nlp tuh,1,Positif
app bagus senang wajib download,-1,Negatif
pasuk no ya verifikasi panggil gagal mulu,-1,Negatif
bagus lihat nama nomor kenal,1,Positif
mantap langgan,2,Positif
guna banget nomor teror nomor kenal akhibat teman suka pinjol,1,Positif
bagus sih aplikasi ya suruh premium mulu sih maksa,-1,Negatif
aplikasi nya bagus bantu,-1,Negatif
bagus sih dah anehbaru pasang,1,Positif
bantu mudah kenal nomor kenal,1,Positif
langgan ngakses,1,Positif
bantu kapitalis,-1,Negatif
masuk aplikasi aplikasi tolol,-4,Negatif
bantu konfirmasi data contact,1,Positif
suka sih doang nge save kontak gue kontak gue woiii,1,Positif
duh ya bangselesai lihat get contact lihat,2,Positif
bantu lacak nih telpon kenal,1,Positif
batalin sedot pulsa jarang bnaget pakai fitur premium,-1,Negatif
tau nge sev kontak nama,-1,Negatif
bantu kece nomer,1,Positif
premium harga lumayan,2,Positif
bayar gratis,1,Positif
buka gkbisa ya verifikasi dluudh coba,1,Positif
tahu orang nama gue jls banget berkat apk get kontak,2,Positif
lihat asih tag nama,1,Positif
ya suka sv tlpn kontak wa tipu ya gaessss,2,Positif
save nomor ku cuman ya status wa ku lihat,2,Positif
apk jls ngsih tau msukin akun google masuk apk rusak tuh bngsad doang pnipuan layak pakai,-2,Negatif
rusak privasi orang,-1,Negatif
getcontact bagus tipu,-1,Negatif
sih kali langsung lihat cht ya,3,Positif
bagus banget erti,1,Positif
aplikasi bagus dukung,1,Positif
nama premium aplikasi banyak grup porno,-2,Negatif
info kembang data bantu jobdesk,-1,Negatif
kudu premium lihat tagar ah otewe uninstal,1,Positif
bantu aplikasi keren habis bos ku,1,Positif
ngisi saldo pakai saldo bintang,2,Positif
bantu telepon nomer kenal,-1,Negatif
bagus tau pacar nama sayang,-1,Negatif
bagus aplikasi ya tau nama asli ya,1,Positif
bayar premium,1,Positif
ngebertiin premium ya suka motong uang,2,Positif
bantu atas tipu,-1,Negatif
apk bayar laku nih apk balikin get contact,1,Positif
keren gratis bantu,1,Positif
bantu banget spam masuk,-1,Negatif
nama wa orang lainsecara lengkap,-1,Negatif
aplikasi bantu nali nomor kenal,-1,Negatif
kayak baayar sekarangg,-1,Negatif
bantu aplikasi hindar tipu selingkuh,-2,Negatif
niceaplikasiny bagusga sesal dondlod ya,1,Positif
bantu biar klou tipu cpat bongkar deh,-1,Negatif
lot banget susah banget masuk ya,-1,Negatif
mantap bantu aplikasi bantu lacak nomor mantan,-1,Negatif
bagus banget curiga pacar lansung donlot aplikasih ya,2,Positif
alhamdulillah bantu banget spam mana,1,Positif
bagus sih nomor telepon hp ya buka ok,2,Positif
bagus mudeng ya kerja,2,Positif
bagus prabayarbuat free no komentar,1,Positif
coba rekomendasi teman ok hindar tipu,1,Positif
susah banget ntuk masuk akun akun kirim kode verifikasi masuk,-2,Negatif
kode verifikasi,-1,Negatif
sengaja kasih bintang erti pakai apk,-1,Negatif
bantu terimakasih getcontact,1,Positif
bagus banget gue tipu orang gue cari tau nomernya get contact,-1,Negatif
aplikasi sih pakai premium,-1,Negatif
login bayar v,-1,Negatif
maksud ngambil gopay orang uninstall tarik uang,1,Positif
tunjuk oprasinalnya,-1,Negatif
bagus bayar kasih,1,Positif
appnya bagus nyesal download,-1,Negatif
moga bantu orang butuh info nomor hp kenal,-1,Negatif
bagus banget aplikasi bantu,1,Positif
bagus ecek no kenal,1,Positif
sekrg pakai uang langgan sih pakai paket data,1,Positif
simpan untung hapus,-2,Negatif
sumpah ganggu privasi orang nama asli tahu teman online gara gara aplikasi,-3,Negatif
loginnya susah banget sebel gua,-2,Negatif
hmmlumayan bagus sih apk ya,1,Positif
spa kasih nama,1,Positif
turut aplikasi bangus moga depan bagus terima kasih,1,Positif
instal baru anjing,-1,Negatif
auto uninstall semenjak bayar,1,Positif
verifikasi nomor hp jelasemail ngabisin kouta download aplikasi,-1,Negatif
ya muncul,1,Positif
gbisa jaga privacy gara gara lo privacy gue tahu moga aplikasi kena deletekena ban,-3,Negatif
pakai premium,1,Positif
suka aplikasi terimakasih kembang,1,Positif
bagus banget deh pokok sesal instal,1,Positif
bayar pro bulan,-1,Negatif
suka aplikasi lihat no hp ku sv nama,1,Positif
bantu dpat hindar tipu,-1,Negatif
get contact siaaalaannn nama kontak kena fitnah doi,-3,Negatif
pelit lihat kembang pribadi gue suka banget,3,Positif
prabayar enak nih gratis,1,Positif
bagus seru lihat teman teman ku nyimpan nama kontak ku,1,Positif
maaf kasih bintang semangat kakak sekian terimakasih wassalamualaikum,1,Positif
bantu lacak no hp kenal,-1,Negatif
download asih bintang puas team,2,Positif
verifikasi gagal ya,1,Positif
aplikasi ya bayar pakai batas,-1,Negatif
getcontact alhamdulillah tau nelfon penelfon peniputerbaik getcontact,1,Positif
aplikasi hps,-1,Negatif
halo kak aplikasi ya bayar kak gara gara kasih bintang,-1,Negatif
berkat apk pacar gua tahu selingkuh ya bantu deh sakit,-1,Negatif
mantap bantu biar kena tipu orang,-1,Negatif
aplikasi bagus kapai bawah bilang aplikasi ya bagus,-1,Negatif
bantu ecek no,1,Positif
bantu nomor kenal,-1,Negatif
kasih bintang habis download aplikasi ya buka,-1,Negatif
nomer ya ganti ccd,1,Positif
aplikasi anjing sih daftar nomer kode vertifiksi lanjut asubuang kuota aplikasi kaya,-5,Negatif
tau nama kontak teman teman download getcontact ya,1,Positif
bantu atas telepon gelap tipu,-2,Negatif
aplikasi hp suka masuk aplikasi,-3,Negatif
apk sih langgan gratis nya kasih bintang gratisin ya,3,Positif
keren nih aplikasi didownload teman jamin deh nyesal lo,-3,Negatif
apk nya baguswalaupun ribet thank you,1,Positif
no cewek seve gue ganteng kayak kecewa kasih bintang seve gue ganteng cowok gue kasih bintang,-1,Negatif
potong otomatis tampa pemberitahuan,-1,Negatif
aplikasi bagus no telpon kenal,-1,Negatif
ya erti buka lari wa situ kayak wa,-1,Negatif
getcontek mudah komunokasi,1,Positif
mantap banget kurang tindak jahat tipu,-1,Negatif
ngestak logo gatcontak menit apk lancar burik,-1,Negatif
tau telepon suka contoh nomor tipu modus,-2,Negatif
nomor verifikasi akun ya gagal mohon bantu,1,Positif
bantu dagang online antisipasi tipu,-1,Negatif
bantu cari orang nlp kenal,-1,Negatif
bagus serta nomor tag,1,Positif
gua tau ya gua coba download wkwkwk,-1,Negatif
login jalur,-1,Negatif
tampil tanda,-1,Negatif
apk ya bagus banget mlhat nma kntk teman,2,Positif
manfaat bantu masyarakat,1,Positif
bagus bayar tau lihat tag,1,Positif
ya getcontact bantu,1,Positif
apk ya bagus gila dwonglod ayo dwonglod,2,Positif
bintang full apk keren nama bsbsbdndnd,1,Positif
sih kali verifikasi gagal apk busuk,-2,Negatif
orang hubung aku nomor nama getcontact,-1,Negatif
puasdan bantu aplikasi initerimakasih,-1,Negatif
alhmdulillahsk aplikasinygara kbuka nope psnganhasilny maenmntaaaap,1,Positif
mantapjadi hindar tipu peras hati iming screnshot dll pakai peras hati,-1,Negatif
oksangat bantu nomer spam tipu,-1,Negatif
kak kontac lawan simpan nomer yabiar tau orang save nomerku,-2,Negatif
jelek iklan,-1,Negatif
bantu no kenal,-1,Negatif
game bagus tengok profil pacar,1,Positif
guna nomor tipu,1,Positif
bagus aplikasi ya lihat orang ngesv no nama,1,Positif
bantu hindar tipu,1,Positif
lumayan sih cari info kntk kenal,-2,Negatif
minnnnnnnnnnnn cari nomor orang save nomor gaketemu tagar ya noll,-1,Negatif
aplikasi bagusssssss banget,1,Positif
bagus tau nomor telpon angkat,-1,Negatif
kembang mantap,2,Positif
kasih bintang duluklw muas bintang bosss,1,Positif
korupsi gblk hapus nih apk,-3,Negatif
apkikasi bagus wan cocok overthingking,-1,Negatif
pas login,1,Positif
berkat aplikasi tipu,1,Positif
download apk kayak muka ibu buat aplikasi,-1,Negatif
sangatt bagus mohon maaf asih bintang pelit sekian terimakasih,1,Positif
bantu no kenalmksh get contact,-1,Negatif
bagus ngelacak no bf sayang tarif,1,Positif
susah verifikasi tlpon nomor,-1,Negatif
download,1,Positif
apk lot koneksi bagus,-1,Negatif
bantu hindar kontak tipu,1,Positif
alhamdulillah aplikasi bantu notidak kenal,1,Positif
tolong gratis sin tag,-1,Negatif
verifikasi gagal ya,-1,Negatif
nomer tanda bukti,-2,Negatif
banget nama asli,2,Positif
hpnya redup kali tagnya premium bikin rugi tengok nama kenal nomor,-1,Negatif
apk donwloadd login asu,-1,Negatif
keren banget bantu kasih tau hindar tipu,1,Positif
erti pakai cuman senang tau nama wkwkw,-1,Negatif
indak cek nomor,-1,Negatif
gagal login tolong benerin,-1,Negatif
mantab nmor namanyaa tahu,-1,Negatif
bantu cari informasi identitas telepon,-1,Negatif
aplikasi keren,-1,Negatif
ganti hp pindah,1,Positif
bantu banget tipu hubung,1,Positif
kasih bintang ya entar aplikasi bagus entar tambah bintang,1,Positif
aplikasi bagus aplikasianya,-1,Negatif
bagus sih takat byr tau pakai ya,-1,Negatif
bagus sih lihat chattan,1,Positif
aplikasi bagus phm guna,-1,Negatif
terima kasihgetcontact bantu,1,Positif
bantu nilai orgapakah nonya,1,Positif
buka blank habis ngeleg kayak nih,-1,Negatif
nge leg ya susah masuk install,-1,Negatif
apk ya bagus bohong,-1,Negatif
aplikasi tipu plus hoax download kena hp ya,-1,Negatif
ya tertabatas no ya,2,Positif
daftar ngiklan mana,-1,Negatif
tingkat aplikasi terima kasih,1,Positif
bantu bayar langgan,1,Positif
aplikasi lihat dinamain orang,1,Positif
verif ribet aplikasi device xiaomi t pro ram internal gb beli tanggal garansi,-3,Negatif
nama kontak,1,Positif
aplikasi bantu manfaat,-1,Negatif
ya aflikasi blokir mumbuka privasi orang timbul fitnh,-1,Negatif
aplikasi hancur hubung gua putus gara gara aplikasi,-5,Negatif
getcontact inti ya bagus,1,Positif
tolong kembali pulsa aplikasi perangkat,-2,Negatif
aplikasi jelek login susah,-3,Negatif
aplikasi batas buruk,-3,Negatif
rumit aplikasi nya mohon benah,-2,Negatif
menurute nyong lumayan ya mbne gede banget woy,2,Positif
bantu milik nomer benar tukang tipu,1,Positif
gue erti makeknya and login,-1,Negatif
bantu bantu identifikasi nomor,1,Positif
jelek kayak,-2,Negatif
gratis bayar ya,2,Positif
mantab cuman nama catat,1,Positif
aplikasi getcontek bantu,-1,Negatif
rusak login,1,Positif
lumayan aplikasi bantu layan,-1,Negatif
tingkat performa ya,2,Positif
sesal pakai aplikasi pokok no tipu te blok,-1,Negatif
apk mesti login apk jelek,-2,Negatif
goooblokkkminta verifikasi via wa eh ketbelum instal wabuta kali,-1,Negatif
suka banget aplikasi nya bagus banget,1,Positif
keren mudah cari gtc salam jari,-2,Negatif
sulit loginlama banget deeeh,1,Positif
gratis bayar,1,Positif
bagus kontak ya semuah ya,2,Positif
lihat tanda wajib bayar,-1,Negatif
premium melulu kikir anjir,1,Positif
manfaat lacak nomor kenal,1,Positif
bantu ecek telpon orang tanggung,-1,Negatif
bantu nali nomer spam n tipu,-1,Negatif
langgan kali mahal pakai,2,Positif
bantu nomor tipu,1,Positif
kasih bintang fitur spam sms tipu sekian terimakasih,-1,Negatif
knapa apk nih hadeh hapus daftar truss aneh,-2,Negatif
aplikasi guna gara aplikasi whatsapp gue,-2,Negatif
bagus banget sih ajar smk pakai aplikasi tau nama orang nipu no teman,-1,Negatif
gara gara aplikasi sial cewek ku tau selingkuh putus kasih bintang benci aplikasi,-7,Negatif
nih aplikasi bagus coba tipu,-1,Negatif
aplikasi jaga privasi nam a milik nomor,1,Positif
gratis,1,Positif
jelekkkkkk verivikasi nomor pembodohannn,1,Positif
lumayan asyik lo gabut,-1,Negatif
terimakasih getcontact nomor tipu cari getcontact tipu terimakasih getcontact,1,Positif
bantu gaetcontact,-1,Negatif
bagus sih spam orang nipu mpus nipu,-1,Negatif
paraaaaaahhh bayar malesss pakai aplikasi iniiii,-1,Negatif
aplikasi bagus broooo bukti dch,-2,Negatif
game tamat mari tamat windah basudara tank you winda basudara yelah tamat game,1,Positif
bantu terimakasih getcontak,1,Positif
sanagat bagus ngelacak nomer,-1,Negatif
bantu aplikasi,-1,Negatif
bayar enak opsi lihat foto profile orang,2,Positif
aplikasi bantu cari informasi,-2,Negatif
bagus lihat orang nama kontak,1,Positif
nyaba kasih bintang mudah kecewa,1,Positif
shrusnya cantum nama kontak,1,Positif
ok bgtpercaya alhamdulilah coba alhamdulilah tipu undi baim wonk mirahayati,3,Positif
gara app nih cowok marah sv no pakai punya kasih tau nomor sv nama,-2,Negatif
uninstal semenjak lihat tag orang bayar,1,Positif
bantu ecek nomer hp,1,Positif
ribet login pakem gmail confitnya pakai wa punyak aplikasi wa suruh instal wa ribetttt,-3,Negatif
gecontact nomor kenal,1,Positif
uang tambah bilang ya ngab nyuri uang orang ajg,2,Positif
bayar ya,1,Positif
bagus aman nomor telepon,1,Positif
membantusekarang,-1,Negatif
bagus banget apk aplikasi tau pacar ku selingkuh terima kasih get contac,-1,Negatif
kode verifikasi pes nih,-1,Negatif
gratis biar tau nama nama tipu tag orang,-1,Negatif
bagus pengin lihat asih namanyaa,1,Positif
enakktahuan orang mc kttapi sayang ya ujung brbayar,-1,Negatif
puastlong baik,-1,Negatif
gratis uninstall rame rame,1,Positif
bagus tau no masuk kali tipu coba nipu,-2,Negatif
manfaat guna aplikasi getcontact,1,Positif
bantu no tipu ngetag,-1,Negatif
bagus bangettttttttttttttt kasih bintang aplikasi,-1,Negatif
kadang bagus banget,2,Positif
bagus banget hindar spam scam,-1,Negatif
lumayan bantu app bagus,1,Positif
tag ku hilang ya sisa hapus loh,-1,Negatif
asik hrga langgan nya ngotak,2,Positif
bantu kerja efisien,2,Positif
aplikasi ajaib sih mmbantu banget identifikasi tindak tipu,1,Positif
baik premium kak,1,Positif
iklan ya muncul mukague coba donlot penisirin,1,Positif
membantulike pokok ya,1,Positif
lumayan bagusbisa tau no kenal,-1,Negatif
jelek banget suruh bayar download sesal sumpah,-1,Negatif
muang paket betol download mende,1,Positif
oky cuman kali down cuman sv no ya cuman tlng updte ya biar tau sv no pakai nama,1,Positif
vertifikasi susah kabarin email balas whatsap on telegram on sih,-1,Negatif
kntl aplikasi sumpah verifikasi cacat,-2,Negatif
hapus play storeapk ya kecewa,-1,Negatif
bantu deteksi tipu,1,Positif
i dont know sih ritingnyy mnurut gue sih bagus sjjsoalny pnasarranny trpnuhi,1,Positif
aplikasi sempurna,-1,Negatif
pengin daftar mulu nih apk,1,Positif
masuk log,-1,Negatif
mudah verifikasi,1,Positif
login masalah,-1,Negatif
tanda muncul ngesave nomor cuman orang sia sia,-3,Negatif
alhamdulillah berkat get contacts tipu,2,Positif
mes ya parah lihat tag no premium,2,Positif
lumayan bantu cari no kenal,-1,Negatif
lumayan siii aplikasi nya ribet dikit,-3,Negatif
tunggu kode verifikasi muncul ya tunggu loooo,1,Positif
aplikasi tolol ganggu privasi orang,-3,Negatif
parah suruh bayar biar lihat nomer curiga aplikasi sampah,-3,Negatif
kait whatsapp biar cari nama ngesave whatsapp teman,-1,Negatif
maaf cuman lihat nama orang kasih nama contack ya,2,Positif
erti kerja ya seru sih bagus,2,Positif
